recommendationid,author,language,review,timestamp_created,timestamp_updated,voted_up,votes_up,votes_funny,weighted_vote_score,comment_count,steam_purchase,received_for_free,written_during_early_access,primarily_steam_deck
190213050,"{'steamid': '76561199672830161', 'num_games_owned': 0, 'num_reviews': 10, 'playtime_forever': 645, 'playtime_last_two_weeks': 38, 'playtime_at_review': 442, 'last_played': 1761965236}",english,"It s a good game its like super smash bros
",1742000047,1742000047,True,0,0,0.5,0,False,False,False,False
190211940,"{'steamid': '76561199115014168', 'num_games_owned': 0, 'num_reviews': 14, 'playtime_forever': 1321, 'playtime_last_two_weeks': 0, 'playtime_at_review': 674, 'last_played': 1742356308}",english,ssb on crack,1741998825,1741998825,True,0,0,0.5,0,False,False,False,False
190204896,"{'steamid': '76561199242891251', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 5705, 'playtime_last_two_weeks': 497, 'playtime_at_review': 4417, 'last_played': 1762109141}",english,very good yes,1741991499,1741991499,True,0,1,0.5,0,False,False,False,False
190196975,"{'steamid': '76561199835009860', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 5920, 'playtime_last_two_weeks': 0, 'playtime_at_review': 220, 'last_played': 1756885439}",english,this game is amazing,1741984314,1741984314,True,0,1,0.5,0,False,False,False,False
190192017,"{'steamid': '76561199271422184', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 2357, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1210, 'last_played': 1760909357}",english,"addictive 
",1741980218,1741980218,True,0,0,0.5,0,False,False,False,False
190191312,"{'steamid': '76561198150470929', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 4989, 'playtime_last_two_weeks': 0, 'playtime_at_review': 4660, 'last_played': 1749592856}",english,I love this game more than my own parents,1741979614,1741979614,True,0,0,0.5,0,False,False,False,False
190184455,"{'steamid': '76561198847451726', 'num_games_owned': 70, 'num_reviews': 15, 'playtime_forever': 1798, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1723, 'last_played': 1754779951}",english,uhh addictive,1741973938,1741973938,True,0,0,0.5,0,False,False,False,False
190179391,"{'steamid': '76561199809054226', 'num_games_owned': 0, 'num_reviews': 13, 'playtime_forever': 114, 'playtime_last_two_weeks': 0, 'playtime_at_review': 82, 'last_played': 1748436423}",english,Great game but needs new characters now.,1741969907,1741969907,True,0,0,0.5,0,False,False,False,False
190160313,"{'steamid': '76561199483575598', 'num_games_owned': 51, 'num_reviews': 7, 'playtime_forever': 6621, 'playtime_last_two_weeks': 0, 'playtime_at_review': 6537, 'last_played': 1757094275}",english,IM LOSING MY MIIIIIIIIND,1741954983,1741954983,True,0,0,0.454545468091964722,0,False,False,False,False
190154949,"{'steamid': '76561199510406273', 'num_games_owned': 0, 'num_reviews': 4, 'playtime_forever': 188, 'playtime_last_two_weeks': 0, 'playtime_at_review': 188, 'last_played': 1741948772}",english,;lksjdfkljsldfkjsldk;fjsld;kfjskljdfkls;jdfklsdjf;lksjdflksja;dfjslkdfjlksjd,1741948792,1741948792,True,0,0,0.5,0,False,True,False,False
190146947,"{'steamid': '76561198250112686', 'num_games_owned': 85, 'num_reviews': 9, 'playtime_forever': 20080, 'playtime_last_two_weeks': 57, 'playtime_at_review': 17276, 'last_played': 1762216711}",english,John sucks,1741937210,1741937210,True,0,0,0.47826087474822998,0,False,False,False,False
190143979,"{'steamid': '76561199085397742', 'num_games_owned': 59, 'num_reviews': 4, 'playtime_forever': 66768, 'playtime_last_two_weeks': 754, 'playtime_at_review': 28812, 'last_played': 1762183550}",english,/,1741932737,1741932737,True,1,0,0.523809552192687988,0,False,False,False,False
190140976,"{'steamid': '76561199110886367', 'num_games_owned': 0, 'num_reviews': 2, 'playtime_forever': 45214, 'playtime_last_two_weeks': 513, 'playtime_at_review': 33591, 'last_played': 1762242035}",english,make guns great again,1741928222,1741928222,True,0,0,0.5,0,False,False,False,False
190135481,"{'steamid': '76561199229519561', 'num_games_owned': 0, 'num_reviews': 3, 'playtime_forever': 11833, 'playtime_last_two_weeks': 0, 'playtime_at_review': 11115, 'last_played': 1758045236}",english,grind my bollocks,1741920327,1741920327,True,0,0,0.5,0,False,False,False,False
190126726,"{'steamid': '76561199466649929', 'num_games_owned': 0, 'num_reviews': 1, 'playtime_forever': 1473, 'playtime_last_two_weeks': 0, 'playtime_at_review': 1414, 'last_played': 1742705262}",english,w game,1741909506,1741909506,True,0,0,0.5,0,False,True,False,False
190125551,"{'steamid': '76561198968495409', 'num_games_owned': 0, 'num_reviews': 8, 'playtime_forever': 3494, 'playtime_last_two_weeks': 0, 'playtime_at_review': 2680, 'last_played': 1759801899}",english,most of the time want to break everything around me when i play it but sometimes playing ezio is fun,1741908139,1741908139,True,0,0,0.5,0,False,False,False,False
